"","gene_name","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"29","Nalcn","ENSMUSG00000000197",223.148095377398,-1.00208700907835,0.344032078497104,-2.91277201084255,0.00358236046488428,0.0934451503270332
"30","Btbd17","ENSMUSG00000000202",69.1275568168183,1.06019078058472,0.487492565223961,2.17478348638539,0.029646345146209,0.489077442752109
"31","Scnn1g","ENSMUSG00000000216",4.4090593370551,0.822073939412282,1.45725722756126,0.564124111971662,0.572669669460566,0.999967202106179
"32","Drp2","ENSMUSG00000000223",53.7628718704959,-1.13998577342988,0.414524826616183,-2.75010252759942,0.0059576620506952,0.142847972972182
"33","Tspan32","ENSMUSG00000000244",6.75763256972424,0.328358888898522,1.16268278012165,0.282414855119955,0.777625425672456,0.999967202106179
"34","Lhx2","ENSMUSG00000000247",12297.916900984,-0.0573596458035284,0.359304931434344,-0.159640574858099,0.87316421473588,0.999967202106179
"35","Gmpr","ENSMUSG00000000253",43.078376994044,0.268171810665674,0.471634918962237,0.568600415032343,0.569627343110201,0.999967202106179
"36","Glra1","ENSMUSG00000000263",5.32439717738269,0.328198357051904,1.43870673005854,0.228120401604397,0.819552640017048,0.999967202106179
"37","Mid2","ENSMUSG00000000266",642.355290823805,-0.035111925817427,0.256283238024646,-0.137004378780521,0.891027333985005,0.999967202106179
"38","Trim25","ENSMUSG00000000275",347.895466245879,-0.309600666629215,0.255336659710138,-1.2125194516944,0.225313601237216,0.999967202106179
"39","Dgke","ENSMUSG00000000276",724.008103066514,-0.117927259840362,0.21849126030713,-0.539734448300557,0.589380179572951,0.999967202106179
"40","Scpep1","ENSMUSG00000000278",245.745783586118,-0.617460502370028,0.381096491343537,-1.62022090571656,0.105184832166885,0.999967202106179
"41","Mnt","ENSMUSG00000000282",1810.19990800638,0.194221624198349,0.341323060991556,0.569025789333213,0.56933863852785,0.999967202106179
"42","Itgb2","ENSMUSG00000000290",3.46078698515308,0.628741751652972,1.18367124536861,0.531179374436162,0.595294484389105,0.999967202106179
"43","Hddc2","ENSMUSG00000000295",78.7909112636311,0.0576948134293932,0.334995850136119,0.172225457139096,0.863260284997347,0.999967202106179
"44","Tpd52l1","ENSMUSG00000000296",3.39377148954242,0.255577446936223,1.3594216600806,0.18800454225591,0.850873090470133,0.999967202106179
"45","Pemt","ENSMUSG00000000301",38.6243806223019,0.73094949601341,0.426149555462948,1.71524171888281,0.086300918971783,0.965345623123838
"46","Cdh1","ENSMUSG00000000303",415.161305562204,0.61358305462435,0.834017209672953,0.735695915513492,0.461915775929265,0.999967202106179
"47","Cdh4","ENSMUSG00000000305",1874.63223252791,-0.291607623236532,0.275388203370295,-1.05889656734652,0.289646887756883,0.999967202106179
"48","Ckmt1","ENSMUSG00000000308",6675.66332066282,-0.110573437108639,0.339286340586823,-0.325900055149268,0.744499973970266,0.999967202106179
"49","Bcl6b","ENSMUSG00000000317",31.2952634624065,0.454506781737053,0.464016634724063,0.979505361930256,0.327330340573376,0.999967202106179
"50","Alox12","ENSMUSG00000000320",37.1658973714075,-0.321187365838813,0.499910371414586,-0.642489902599853,0.520555143385546,0.999967202106179
"51","Arvcf","ENSMUSG00000000325",827.512255453153,-0.259800342054535,0.249026683466289,-1.04326306899439,0.296826470477189,0.999967202106179
"52","Comt","ENSMUSG00000000326",346.649647312,0.0150124685364201,0.267323747501136,0.0561583797801438,0.955215636932512,0.999967202106179
"53","Rtca","ENSMUSG00000000339",499.813966474389,0.0661347426456722,0.2230551430062,0.296495035955454,0.766852057375923,0.999967202106179
"54","Dbt","ENSMUSG00000000340",323.650767402794,0.292913280996495,0.223400908375515,1.31115528189409,0.189805306888129,0.999967202106179
"55","Dazap2","ENSMUSG00000000346",3029.35205727037,0.0309819621749536,0.433575582453716,0.0714568887842316,0.943034134573205,0.999967202106179
"56","Mcts1","ENSMUSG00000000355",263.736438247167,-0.0759420005921989,0.273979709797306,-0.27718111187278,0.781641042184059,0.999967202106179
"57","Rem1","ENSMUSG00000000359",17.3565931355144,-0.941629683170593,0.792033095622061,-1.18887668757205,0.234488195013229,0.999967202106179
"58","Rnf17","ENSMUSG00000000365",2.60073170749277,-0.543394536487404,1.32686957861826,-0.409531234451293,0.682149849793442,NA
"59","Trappc10","ENSMUSG00000000374",1844.49956524895,0.021469891194734,0.296850451042211,0.0723256141917771,0.942342780894636,0.999967202106179
